,Sample_ID,Year,Country,Continent,Beta.lactamase,Azithromycin,Ciprofloxacin,Ceftriaxone,Cefixime,Tetracycline,Penicillin,NG_MAST,Group,azm_mic,cip_mic,cro_mic,cfx_mic,tet_mic,pen_mic,log2_azm_mic,log2_cip_mic,log2_cro_mic,log2_cfx_mic,log2_tet_mic,log2_pen_mic,azm_sr,cip_sr,cro_sr,cfx_sr,tet_sr,pen_sr
115,SRR1661277,2012.0,Canada,America,,0.5,16,0.125,0.25,8,2,-,1,0.5,16.0,0.125,0.25,8.0,2.0,-1.0,4.0,-3.0,-2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
116,SRR1661278,2012.0,Canada,America,,0.5,16,0.063,0.125,4,4,-,1,0.5,16.0,0.063,0.125,4.0,4.0,-1.0,4.0,-3.988504361,-3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
117,SRR1661280,2011.0,Canada,America,,0.032,4,0.008,0.016,1,0.5,225,179,0.032,4.0,0.008,0.016,1.0,0.5,-4.965784285,2.0,-6.965784285,-5.965784285,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
118,SRR1661282,2011.0,Canada,America,,0.25,0.004,0.004,0.004,1,0.25,1780,156,0.25,0.004,0.004,0.004,1.0,0.25,-2.0,-7.965784285,-7.965784285,-7.965784285,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
119,SRR1661283,2011.0,Canada,America,,0.25,8,0.032,0.125,1,1,1407,127,0.25,8.0,0.032,0.125,1.0,1.0,-2.0,3.0,-4.965784285,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,SRR1661284,2012.0,Canada,America,,0.25,8,0.032,0.125,2,1,-,1,0.25,8.0,0.032,0.125,2.0,1.0,-2.0,3.0,-4.965784285,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
121,SRR1661285,2012.0,Canada,America,,0.032,0.002,0.002,0.004,0.25,0.125,3556,830,0.032,0.002,0.002,0.004,0.25,0.125,-4.965784285,-8.965784285,-8.965784285,-7.965784285,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
122,SRR1661286,2011.0,Canada,America,,0.125,0.004,0.002,0.004,0.25,0.25,231,183,0.125,0.004,0.002,0.004,0.25,0.25,-3.0,-7.965784285,-8.965784285,-7.965784285,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
123,SRR1661287,2011.0,Canada,America,,0.125,0.008,0.002,0.004,0.25,0.25,7983,938,0.125,0.008,0.002,0.004,0.25,0.25,-3.0,-6.965784285,-8.965784285,-7.965784285,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
124,SRR1661288,2011.0,Canada,America,,0.125,0.004,0.004,0.002,0.25,0.25,6644,912,0.125,0.004,0.004,0.002,0.25,0.25,-3.0,-7.965784285,-7.965784285,-8.965784285,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
125,SRR1661289,2011.0,Canada,America,,0.125,0.004,0.001,0.002,0.25,0.032,8,411,0.125,0.004,0.001,0.002,0.25,0.032,-3.0,-7.965784285,-9.965784285,-8.965784285,-2.0,-4.965784285,0.0,0.0,0.0,0.0,0.0,0.0
126,SRR1661290,2011.0,Canada,America,,0.25,0.004,0.004,0.004,1,0.25,374,838,0.25,0.004,0.004,0.004,1.0,0.25,-2.0,-7.965784285,-7.965784285,-7.965784285,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
127,SRR1661291,2011.0,Canada,America,,0.125,0.004,0.004,0.004,1,0.25,374,838,0.125,0.004,0.004,0.004,1.0,0.25,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
128,SRR1661293,2011.0,Canada,America,,0.5,8,0.063,0.125,4,2,7986,939,0.5,8.0,0.063,0.125,4.0,2.0,-1.0,3.0,-3.988504361,-3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
129,SRR1661294,2011.0,Canada,America,,0.5,16,0.125,0.25,4,4,1407,127,0.5,16.0,0.125,0.25,4.0,4.0,-1.0,4.0,-3.0,-2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
130,SRR1661295,2011.0,Canada,America,,0.032,0.004,0.002,0.004,1,0.125,5650,897,0.032,0.004,0.002,0.004,1.0,0.125,-4.965784285,-7.965784285,-8.965784285,-7.965784285,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
131,SRR1661296,2012.0,Canada,America,,0.063,16,0.063,0.063,64,2,8851,973,0.063,16.0,0.063,0.063,64.0,2.0,-3.988504361,4.0,-3.988504361,-3.988504361,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
132,SRR1661297,2012.0,Canada,America,,0.063,8,0.125,0.063,4,2,7986,939,0.063,8.0,0.125,0.063,4.0,2.0,-3.988504361,3.0,-3.0,-3.988504361,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
133,SRR1661298,2012.0,Canada,America,,0.5,16,0.063,0.125,4,2,3378,543,0.5,16.0,0.063,0.125,4.0,2.0,-1.0,4.0,-3.988504361,-3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
134,SRR1661299,2012.0,Canada,America,,0.125,16,0.125,0.125,4,4,1407,127,0.125,16.0,0.125,0.125,4.0,4.0,-3.0,4.0,-3.0,-3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
135,SRR1661300,2012.0,Canada,America,,0.063,8,0.125,0.063,4,2,7986,939,0.063,8.0,0.125,0.063,4.0,2.0,-3.988504361,3.0,-3.0,-3.988504361,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
136,SRR1661302,2012.0,Canada,America,,0.063,8,0.125,0.25,4,2,3158,214,0.063,8.0,0.125,0.25,4.0,2.0,-3.988504361,3.0,-3.0,-2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
137,SRR1661303,2012.0,Canada,America,,0.063,8,0.063,0.063,4,4,7986,939,0.063,8.0,0.063,0.063,4.0,4.0,-3.988504361,3.0,-3.988504361,-3.988504361,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
138,SRR1661304,2012.0,Canada,America,,0.063,16,0.125,0.125,4,4,1407,127,0.063,16.0,0.125,0.125,4.0,4.0,-3.988504361,4.0,-3.0,-3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
139,SRR1661305,2012.0,Canada,America,,0.063,8,0.125,0.063,4,2,-,1,0.063,8.0,0.125,0.063,4.0,2.0,-3.988504361,3.0,-3.0,-3.988504361,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
140,SRR1661306,2012.0,Canada,America,,0.063,16,0.125,0.063,4,4,7986,939,0.063,16.0,0.125,0.063,4.0,4.0,-3.988504361,4.0,-3.0,-3.988504361,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
141,SRR1661307,2009.0,Canada,America,,0.5,16,0.063,0.125,4,2,5640,896,0.5,16.0,0.063,0.125,4.0,2.0,-1.0,4.0,-3.988504361,-3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
142,SRR1661308,2009.0,Canada,America,,0.5,>=32,0.063,0.125,4,2,4985,876,0.5,64.0,0.063,0.125,4.0,2.0,-1.0,6.0,-3.988504361,-3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
143,SRR1661309,2009.0,Canada,America,,0.25,>=32,0.125,<=0.032,2,1,225,179,0.25,64.0,0.125,0.016,2.0,1.0,-2.0,6.0,-3.0,-5.965784285,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
144,SRR1661310,2009.0,Canada,America,,0.5,32,<=0.032,0.125,2,1,-,1,0.5,32.0,0.016,0.125,2.0,1.0,-1.0,5.0,-5.965784285,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
145,SRR1661311,2009.0,Canada,America,,0.5,16,0.063,0.125,2,1,-,1,0.5,16.0,0.063,0.125,2.0,1.0,-1.0,4.0,-3.988504361,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
146,SRR1661312,2010.0,Canada,America,,0.25,0.016,0.032,0.032,4,2,495,314,0.25,0.016,0.032,0.032,4.0,2.0,-2.0,-5.965784285,-4.965784285,-4.965784285,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
147,SRR1661313,2010.0,Canada,America,,0.25,0.004,0.032,0.016,1,0.5,2992,206,0.25,0.004,0.032,0.016,1.0,0.5,-2.0,-7.965784285,-4.965784285,-5.965784285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
148,SRR1661314,2011.0,Canada,America,,0.125,0.004,0.008,0.016,2,0.25,210,172,0.125,0.004,0.008,0.016,2.0,0.25,-3.0,-7.965784285,-6.965784285,-5.965784285,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0
149,SRR1661316,2012.0,Canada,America,,0.25,0.004,0.002,0.004,1,0.125,8694,970,0.25,0.004,0.002,0.004,1.0,0.125,-2.0,-7.965784285,-8.965784285,-7.965784285,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
150,SRR1661317,2012.0,Canada,America,,0.032,0.002,0.004,0.004,0.5,0.25,3656,835,0.032,0.002,0.004,0.004,0.5,0.25,-4.965784285,-8.965784285,-7.965784285,-7.965784285,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
151,SRR1661318,2012.0,Canada,America,,<=0.008,0.004,0.002,0.004,0.25,0.125,3657,836,0.004,0.004,0.002,0.004,0.25,0.125,-7.965784285,-7.965784285,-8.965784285,-7.965784285,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
152,SRR1661319,2012.0,Canada,America,,0.125,0.004,0.001,0.002,1,0.032,6331,908,0.125,0.004,0.001,0.002,1.0,0.032,-3.0,-7.965784285,-9.965784285,-8.965784285,0.0,-4.965784285,0.0,0.0,0.0,0.0,0.0,0.0
153,SRR1661320,2013.0,Canada,America,,0.063,0.002,0.004,0.004,1,0.125,1109,739,0.063,0.002,0.004,0.004,1.0,0.125,-3.988504361,-8.965784285,-7.965784285,-7.965784285,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
154,SRR1661321,2012.0,Canada,America,,0.125,0.004,0.004,0.004,1,0.25,9509,999,0.125,0.004,0.004,0.004,1.0,0.25,-3.0,-7.965784285,-7.965784285,-7.965784285,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
155,SRR1661323,,,,,0.5,0.004,0.016,0.032,1,1,1572,790,0.5,0.004,0.016,0.032,1.0,1.0,-1.0,-7.965784285,-5.965784285,-4.965784285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,SRR1661153,1994.0,Canada,America,,0.5,0.016,0.125,0.063,2,4,380,269,0.5,0.016,0.125,0.063,2.0,4.0,-1.0,-5.965784285,-3.0,-3.988504361,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
157,SRR2736093,1998.0,Canada,America,,2,,0.004,0.004,,,5,317,2.0,,0.004,0.004,,,1.0,,-7.965784285,-7.965784285,,,0.0,,0.0,0.0,,
158,SRR2736094,1998.0,Canada,America,,2,,0.016,0.008,,,21,171,2.0,,0.016,0.008,,,1.0,,-5.965784285,-6.965784285,,,0.0,,0.0,0.0,,
159,SRR1661155,1998.0,Canada,America,,1,0.016,0.25,0.125,4,2,21,171,1.0,0.016,0.25,0.125,4.0,2.0,0.0,-5.965784285,-2.0,-3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
160,SRR2736095,1998.0,Canada,America,,2,,0.016,0.032,,,10502,676,2.0,,0.016,0.032,,,1.0,,-5.965784285,-4.965784285,,,0.0,,0.0,0.0,,
161,SRR2736096,1998.0,Canada,America,,2,,0.063,0.016,,,10575,681,2.0,,0.063,0.016,,,1.0,,-3.988504361,-5.965784285,,,0.0,,0.0,0.0,,
162,SRR2736097,1997.0,Canada,America,,2,,0.063,0.032,,,10576,682,2.0,,0.063,0.032,,,1.0,,-3.988504361,-4.965784285,,,0.0,,0.0,0.0,,
163,SRR2736098,1997.0,Canada,America,,2,,0.032,0.016,,,21,171,2.0,,0.032,0.016,,,1.0,,-4.965784285,-5.965784285,,,0.0,,0.0,0.0,,
164,SRR2736099,1997.0,Canada,America,,2,,0.032,0.032,,,21,171,2.0,,0.032,0.032,,,1.0,,-4.965784285,-4.965784285,,,0.0,,0.0,0.0,,
165,SRR2736100,1997.0,Canada,America,,2,,0.032,0.016,,,21,171,2.0,,0.032,0.016,,,1.0,,-4.965784285,-5.965784285,,,0.0,,0.0,0.0,,
166,SRR2736101,1997.0,Canada,America,,2,,0.032,0.032,,,21,171,2.0,,0.032,0.032,,,1.0,,-4.965784285,-4.965784285,,,0.0,,0.0,0.0,,
167,SRR2736102,1997.0,Canada,America,,2,,0.063,0.032,,,21,171,2.0,,0.063,0.032,,,1.0,,-3.988504361,-4.965784285,,,0.0,,0.0,0.0,,
168,SRR2736103,1997.0,Canada,America,,2,,0.032,0.016,,,21,171,2.0,,0.032,0.016,,,1.0,,-4.965784285,-5.965784285,,,0.0,,0.0,0.0,,
169,SRR2736104,1998.0,Canada,America,,2,,0.032,0.032,,,5,317,2.0,,0.032,0.032,,,1.0,,-4.965784285,-4.965784285,,,0.0,,0.0,0.0,,
170,SRR2736105,1998.0,Canada,America,,2,,0.032,0.032,,,10577,683,2.0,,0.032,0.032,,,1.0,,-4.965784285,-4.965784285,,,0.0,,0.0,0.0,,
171,SRR2736106,1998.0,Canada,America,,2,,0.063,0.032,,,5,317,2.0,,0.063,0.032,,,1.0,,-3.988504361,-4.965784285,,,0.0,,0.0,0.0,,
172,SRR2736107,1998.0,Canada,America,,2,,0.008,0.008,,,5,317,2.0,,0.008,0.008,,,1.0,,-6.965784285,-6.965784285,,,0.0,,0.0,0.0,,
173,SRR2736108,1999.0,Canada,America,,2,,0.016,0.008,,,5,317,2.0,,0.016,0.008,,,1.0,,-5.965784285,-6.965784285,,,0.0,,0.0,0.0,,
174,SRR2736109,1999.0,Canada,America,,2,,0.008,0.008,,,5,317,2.0,,0.008,0.008,,,1.0,,-6.965784285,-6.965784285,,,0.0,,0.0,0.0,,
175,SRR2736110,1998.0,Canada,America,,4,,0.008,0.016,,,64,372,4.0,,0.008,0.016,,,2.0,,-6.965784285,-5.965784285,,,1.0,,0.0,0.0,,
176,SRR2736111,1998.0,Canada,America,,4,,0.008,0.008,,,64,372,4.0,,0.008,0.008,,,2.0,,-6.965784285,-6.965784285,,,1.0,,0.0,0.0,,
177,SRR2736112,1999.0,Canada,America,,2,,0.016,0.008,,,5,317,2.0,,0.016,0.008,,,1.0,,-5.965784285,-6.965784285,,,0.0,,0.0,0.0,,
178,SRR2736113,1999.0,Canada,America,,2,,0.008,0.016,,,5,317,2.0,,0.008,0.016,,,1.0,,-6.965784285,-5.965784285,,,0.0,,0.0,0.0,,
179,SRR2736114,1999.0,Canada,America,,2,,0.008,0.008,,,10575,681,2.0,,0.008,0.008,,,1.0,,-6.965784285,-6.965784285,,,0.0,,0.0,0.0,,
180,SRR2736115,1999.0,Canada,America,,2,,0.008,0.008,,,5,317,2.0,,0.008,0.008,,,1.0,,-6.965784285,-6.965784285,,,0.0,,0.0,0.0,,
181,SRR2736116,2000.0,Canada,America,,2,,0.016,0.016,,,10503,4,2.0,,0.016,0.016,,,1.0,,-5.965784285,-5.965784285,,,0.0,,0.0,0.0,,
182,SRR2736117,2000.0,Canada,America,,2,,0.016,0.032,,,21,171,2.0,,0.016,0.032,,,1.0,,-5.965784285,-4.965784285,,,0.0,,0.0,0.0,,
183,SRR2736118,1999.0,Canada,America,,1,,0.016,0.008,,,10578,684,1.0,,0.016,0.008,,,0.0,,-5.965784285,-6.965784285,,,0.0,,0.0,0.0,,
184,SRR2736119,1999.0,Canada,America,,2,,0.032,0.016,,,251,191,2.0,,0.032,0.016,,,1.0,,-4.965784285,-5.965784285,,,0.0,,0.0,0.0,,
185,SRR2736120,2000.0,Canada,America,,2,,0.016,0.016,,,21,171,2.0,,0.016,0.016,,,1.0,,-5.965784285,-5.965784285,,,0.0,,0.0,0.0,,
186,SRR2736121,2000.0,Canada,America,,2,,0.016,0.016,,,21,171,2.0,,0.016,0.016,,,1.0,,-5.965784285,-5.965784285,,,0.0,,0.0,0.0,,
187,SRR2736122,2000.0,Canada,America,,2,,0.016,0.032,,,21,171,2.0,,0.016,0.032,,,1.0,,-5.965784285,-4.965784285,,,0.0,,0.0,0.0,,
188,SRR2736123,2000.0,Canada,America,,2,,0.016,0.016,,,5,317,2.0,,0.016,0.016,,,1.0,,-5.965784285,-5.965784285,,,0.0,,0.0,0.0,,
189,SRR2736124,2000.0,Canada,America,,2,,0.016,0.032,,,21,171,2.0,,0.016,0.032,,,1.0,,-5.965784285,-4.965784285,,,0.0,,0.0,0.0,,
190,SRR2736125,2001.0,Canada,America,,2,,0.016,0.016,,,5,317,2.0,,0.016,0.016,,,1.0,,-5.965784285,-5.965784285,,,0.0,,0.0,0.0,,
191,SRR2736126,2001.0,Canada,America,,2,,0.063,0.032,,,21,171,2.0,,0.063,0.032,,,1.0,,-3.988504361,-4.965784285,,,0.0,,0.0,0.0,,
192,SRR2736127,2002.0,Canada,America,,2,,0.032,0.016,,,154,789,2.0,,0.032,0.016,,,1.0,,-4.965784285,-5.965784285,,,0.0,,0.0,0.0,,
193,SRR2736128,2002.0,Canada,America,,2,,0.063,0.016,,,5,317,2.0,,0.063,0.016,,,1.0,,-3.988504361,-5.965784285,,,0.0,,0.0,0.0,,
194,SRR2736129,2003.0,Canada,America,,8,,0.016,0.016,,,5,317,8.0,,0.016,0.016,,,3.0,,-5.965784285,-5.965784285,,,1.0,,0.0,0.0,,
195,SRR1661168,2004.0,Canada,America,,0.5,64,0.063,0.5,4,4,-,1,0.5,64.0,0.063,0.5,4.0,4.0,-1.0,6.0,-3.988504361,-1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
196,SRR2736131,2005.0,Canada,America,,4,,0.004,0.008,,,64,372,4.0,,0.004,0.008,,,2.0,,-7.965784285,-6.965784285,,,1.0,,0.0,0.0,,
197,SRR2736132,2004.0,Canada,America,,4,,0.016,0.016,,,-,1,4.0,,0.016,0.016,,,2.0,,-5.965784285,-5.965784285,,,1.0,,0.0,0.0,,
198,SRR2736133,2005.0,Canada,America,,4,,0.008,0.032,,,,0,4.0,,0.008,0.032,,,2.0,,-6.965784285,-4.965784285,,,1.0,,0.0,0.0,,
199,SRR2736134,2004.0,Canada,America,,>=512,,0.016,0.032,,,1948,797,1024.0,,0.016,0.032,,,10.0,,-5.965784285,-4.965784285,,,1.0,,0.0,0.0,,
200,SRR2736135,2005.0,Canada,America,,2,,0.008,0.008,,,3132,820,2.0,,0.008,0.008,,,1.0,,-6.965784285,-6.965784285,,,0.0,,0.0,0.0,,
201,SRR2736136,2005.0,Canada,America,,4,,0.016,0.032,,,64,372,4.0,,0.016,0.032,,,2.0,,-5.965784285,-4.965784285,,,1.0,,0.0,0.0,,
202,SRR2736137,2005.0,Canada,America,,2,,0.008,0.016,,,-,1,2.0,,0.008,0.016,,,1.0,,-6.965784285,-5.965784285,,,0.0,,0.0,0.0,,
203,SRR1661175,2005.0,Canada,America,,0.5,16,0.032,0.125,4,2,1407,127,0.5,16.0,0.032,0.125,4.0,2.0,-1.0,4.0,-4.965784285,-3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
204,SRR2736139,2005.0,Canada,America,,16,,0.032,0.016,,,3155,821,16.0,,0.032,0.016,,,4.0,,-4.965784285,-5.965784285,,,1.0,,0.0,0.0,,
205,SRR2736140,2006.0,Canada,America,,4,,0.008,0.008,,,64,372,4.0,,0.008,0.008,,,2.0,,-6.965784285,-6.965784285,,,1.0,,0.0,0.0,,
206,SRR1661183,2006.0,Canada,America,,1,16,0.032,0.032,4,2,225,179,1.0,16.0,0.032,0.032,4.0,2.0,0.0,4.0,-4.965784285,-4.965784285,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
207,SRR2736141,2006.0,Canada,America,,8,,0.032,0.016,,,225,179,8.0,,0.032,0.016,,,3.0,,-4.965784285,-5.965784285,,,1.0,,0.0,0.0,,
208,SRR2736142,2006.0,Canada,America,,16,,0.008,0.008,,,4813,864,16.0,,0.008,0.008,,,4.0,,-6.965784285,-6.965784285,,,1.0,,0.0,0.0,,
209,SRR2736143,2006.0,Canada,America,,4,,0.032,0.032,,,3150,213,4.0,,0.032,0.032,,,2.0,,-4.965784285,-4.965784285,,,1.0,,0.0,0.0,,
210,SRR2736144,2007.0,Canada,America,,8,,0.008,0.032,,,4815,865,8.0,,0.008,0.032,,,3.0,,-6.965784285,-4.965784285,,,1.0,,0.0,0.0,,
211,SRR2736145,2007.0,Canada,America,,8,,0.004,0.032,,,4815,865,8.0,,0.004,0.032,,,3.0,,-7.965784285,-4.965784285,,,1.0,,0.0,0.0,,
212,SRR2736146,2007.0,Canada,America,,2,,0.032,0.016,,,3116,819,2.0,,0.032,0.016,,,1.0,,-4.965784285,-5.965784285,,,0.0,,0.0,0.0,,
213,SRR2736147,2007.0,Canada,America,,2,,0.032,0.016,,,892,977,2.0,,0.032,0.016,,,1.0,,-4.965784285,-5.965784285,,,0.0,,0.0,0.0,,
214,SRR2736148,2007.0,Canada,America,,2,,0.032,0.032,,,225,179,2.0,,0.032,0.032,,,1.0,,-4.965784285,-4.965784285,,,0.0,,0.0,0.0,,
215,SRR2736149,2007.0,Canada,America,,2,,0.063,0.032,,,-,1,2.0,,0.063,0.032,,,1.0,,-3.988504361,-4.965784285,,,0.0,,0.0,0.0,,
216,SRR2736150,2007.0,Canada,America,,0.5,,0.063,0.125,,,3158,214,0.5,,0.063,0.125,,,-1.0,,-3.988504361,-3.0,,,0.0,,0.0,0.0,,
217,SRR2736151,2007.0,Canada,America,,2,,0.063,0.016,,,225,179,2.0,,0.063,0.016,,,1.0,,-3.988504361,-5.965784285,,,0.0,,0.0,0.0,,
218,SRR2736152,2006.0,Canada,America,,8,,0.008,0.032,,,4815,865,8.0,,0.008,0.032,,,3.0,,-6.965784285,-4.965784285,,,1.0,,0.0,0.0,,
219,SRR2736153,2006.0,Canada,America,,8,,0.008,0.032,,,4815,865,8.0,,0.008,0.032,,,3.0,,-6.965784285,-4.965784285,,,1.0,,0.0,0.0,,
220,SRR2736154,2008.0,Canada,America,,16,,0.063,0.063,,,4827,867,16.0,,0.063,0.063,,,4.0,,-3.988504361,-3.988504361,,,1.0,,0.0,0.0,,
221,SRR2736155,2008.0,Canada,America,,4,,0.032,0.063,,,4816,866,4.0,,0.032,0.063,,,2.0,,-4.965784285,-3.988504361,,,1.0,,0.0,0.0,,
222,SRR2736156,2008.0,Canada,America,,4,,0.032,0.032,,,421,848,4.0,,0.032,0.032,,,2.0,,-4.965784285,-4.965784285,,,1.0,,0.0,0.0,,
223,SRR2736157,2008.0,Canada,America,,32,,0.063,0.032,,,4836,868,32.0,,0.063,0.032,,,5.0,,-3.988504361,-4.965784285,,,1.0,,0.0,0.0,,
224,SRR1661199,2008.0,Canada,America,,0.5,4,0.063,0.032,2,2,3108,817,0.5,4.0,0.063,0.032,2.0,2.0,-1.0,2.0,-3.988504361,-4.965784285,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
225,SRR1661207,2009.0,Canada,America,,>=64/>=512,4,0.125,0.125,64,>=256,1948,797,,4.0,0.125,0.125,64.0,512.0,,2.0,-3.0,-3.0,6.0,9.0,,1.0,0.0,0.0,1.0,1.0
226,SRR2736159,2009.0,Canada,America,,2,,0.008,0.008,,,-,1,2.0,,0.008,0.008,,,1.0,,-6.965784285,-6.965784285,,,0.0,,0.0,0.0,,
227,SRR2736160,2009.0,Canada,America,,16,,0.063,0.125,,,1407,127,16.0,,0.063,0.125,,,4.0,,-3.988504361,-3.0,,,1.0,,0.0,0.0,,
228,SRR2736161,2009.0,Canada,America,,16,,0.063,0.125,,,1407,127,16.0,,0.063,0.125,,,4.0,,-3.988504361,-3.0,,,1.0,,0.0,0.0,,
229,SRR2736162,2009.0,Canada,America,,16,,0.063,0.125,,,1407,127,16.0,,0.063,0.125,,,4.0,,-3.988504361,-3.0,,,1.0,,0.0,0.0,,
230,SRR2736163,2009.0,Canada,America,,16,,0.063,0.125,,,1407,127,16.0,,0.063,0.125,,,4.0,,-3.988504361,-3.0,,,1.0,,0.0,0.0,,
231,SRR1661211,2009.0,Canada,America,,0.5,0.004,0.016,0.016,1,0.5,2992,206,0.5,0.004,0.016,0.016,1.0,0.5,-1.0,-7.965784285,-5.965784285,-5.965784285,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,SRR2736164,2009.0,Canada,America,,2,,0.063,0.063,,,225,179,2.0,,0.063,0.063,,,1.0,,-3.988504361,-3.988504361,,,0.0,,0.0,0.0,,
233,SRR2736165,2010.0,Canada,America,,2,,0.008,0.008,,,285,198,2.0,,0.008,0.008,,,1.0,,-6.965784285,-6.965784285,,,0.0,,0.0,0.0,,
234,SRR1661223,2010.0,Canada,America,,0.5,0.125,0.016,0.016,1,0.25,2992,206,0.5,0.125,0.016,0.016,1.0,0.25,-1.0,-3.0,-5.965784285,-5.965784285,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
235,SRR1661227,2010.0,Canada,America,,>=256/>=512,32,0.063,0.063,4,4,4980,875,,32.0,0.063,0.063,4.0,4.0,,5.0,-3.988504361,-3.988504361,2.0,2.0,,1.0,0.0,0.0,1.0,1.0
236,SRR2736167,2010.0,Canada,America,,2,,0.063,0.032,,,3150,213,2.0,,0.063,0.032,,,1.0,,-3.988504361,-4.965784285,,,0.0,,0.0,0.0,,
237,SRR2736168,2010.0,Canada,America,,16,,0.063,0.032,,,225,179,16.0,,0.063,0.032,,,4.0,,-3.988504361,-4.965784285,,,1.0,,0.0,0.0,,
238,SRR2736169,2010.0,Canada,America,,4,,0.008,0.008,,,688,919,4.0,,0.008,0.008,,,2.0,,-6.965784285,-6.965784285,,,1.0,,0.0,0.0,,
239,SRR2736170,2010.0,Canada,America,,4,,0.008,0.008,,,688,919,4.0,,0.008,0.008,,,2.0,,-6.965784285,-6.965784285,,,1.0,,0.0,0.0,,
240,SRR2736171,2010.0,Canada,America,,4,,0.008,0.008,,,688,919,4.0,,0.008,0.008,,,2.0,,-6.965784285,-6.965784285,,,1.0,,0.0,0.0,,
241,SRR2736172,2010.0,Canada,America,,2,,0.008,0.008,,,688,919,2.0,,0.008,0.008,,,1.0,,-6.965784285,-6.965784285,,,0.0,,0.0,0.0,,
242,SRR2736173,2010.0,Canada,America,,4,,0.008,0.008,,,688,919,4.0,,0.008,0.008,,,2.0,,-6.965784285,-6.965784285,,,1.0,,0.0,0.0,,
243,SRR2736174,2010.0,Canada,America,,4,,0.008,0.016,,,688,919,4.0,,0.008,0.016,,,2.0,,-6.965784285,-5.965784285,,,1.0,,0.0,0.0,,
244,SRR1661242,2010.0,Canada,America,,0.5,16,0.125,0.25,4,2,1407,127,0.5,16.0,0.125,0.25,4.0,2.0,-1.0,4.0,-3.0,-2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
245,SRR2736175,2010.0,Canada,America,,2,,0.063,0.032,,,3150,213,2.0,,0.063,0.032,,,1.0,,-3.988504361,-4.965784285,,,0.0,,0.0,0.0,,
246,SRR1661243,2010.0,Canada,America,,1,16,0.063,0.016,4,2,3150,213,1.0,16.0,0.063,0.016,4.0,2.0,0.0,4.0,-3.988504361,-5.965784285,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
247,SRR2736176,2010.0,Canada,America,,2,,0.125,0.125,,,688,919,2.0,,0.125,0.125,,,1.0,,-3.0,-3.0,,,0.0,,0.0,0.0,,
